clientid;income;age;loan;default
1163;581.324.712.652.713;29.380.949.851.125.400;549.103.560.172.096;0
1164;30.961.166.140.623.300;321.142.866.155.133;16.279.559.613.813.900;0
1165;64.162.649.614.736.300;53.855.563.072.953.300;6.938.012.519.684.540;0
1166;6.747.011.702.274.900;522.326.373.639.517;127.152.947.207.366;0
1167;682.637.662.440.538;426.429.535.117.932;412.433.040.419.948;0
1168;428.893.341.613.002;575.066.961.911.507;6.340.708.854.775.430;0
1169;20.155.792.362.056.600;41.922.361.955.512.200;348.995.714.756.947;0
1170;58.178.614.573.553.200;49.692.794.545.088;109.484.994.895.604;0
1171;457.354.556.932.114;528.210.372.370.668;29.445.373.541.645;0
1172;30.037.203.133.106.200;38.684.920.226.223.700;124.701.279.101.851;0
1173;64.392.512.214.835.700;37.802.182.244.136.800;451.324.371.213.783;0
1174;26.291.375.798.173.100;52.401.542.617.473.700;109.417.752.939.053;0
1175;360.083.809.983.917;206.262.163.859.792;37.093.044.307.035.200;0
1176;549.539.796.588.942;446.922.360.216.267;365.646.185.165.774;0
1177;28.753.325.487.487.000;494.034.802.741.371;49.903.690.908.292;0
1178;419.939.843.169.414;361.928.164.209.239;664.434.421.410.885;0
1179;56.696.458.596.270.400;575.202.533.886.768;968.663.030.666.495;0
1180;519.060.461.595.654;365.730.408.038.944;102.352.726.101.919;0
1181;309.393.933.787.942;47.893.444.801.215.100;611.582.233.293.271;0
1182;385.207.239.701.413;5.667.372.097.028.420;41.769.499.552.691.600;0
1183;334.890.398.592.688;25.971.044.015.605.000;35.816.550.468.118.600;0
1184;528.360.064.304.434;38.251.363.176.386.700;567.164.432.790.405;0
1185;5.173.328.750.999.630;249.149.514.483.288;790.614.117.885.321;1
1186;41.273.771.498.818;320.903.953.830.712;329.988.507.211.045;0
1187;682.236.843.090.504;28.990.415.092.092;7.364.001.944.720.320;0
1188;282.228.789.106.011;403.313.677.939.586;613.240.620.104.445;0
1189;219.213.610.794.395;62.327.230.100.054.200;190.114.392.165.499;0
1190;38.852.933.018.933.900;27.050.294.155.255;751.318.286.435.755;1
1191;596.213.676.431.216;5.415.061.886.236.070;701.462.270.759.084;0
1192;41.377.745.596.692;45.861.661.574.337.500;532.404.818.485.217;0
1193;5.440.562.497.125.940;571.412.841.030.397;625.320.667.662.182;0
1194;601.030.115.666.799;560.537.720.862.776;263.226.561.303.191;0
1195;675.286.542.088.725;5.288.850.155.426.180;78.774.151.313.516.700;0
1196;61.156.937.379.855.700;318.024.259.502.999;325.000.608.359.258;0
1197;429.556.945.967.488;45.416.229.172.609.700;29.628.251.862.479.400;0
1198;469.230.467.732.996;36.339.533.804.450.200;31.078.837.824.180.200;0
1199;24.951.257.491.484.300;620.411.404.804.327;25.443.560.030.506.100;0
1200;262.675.294.233.486;344.963.862.220.757;59.469.163.350.624.700;0
1201;646.039.208.793.081;330.618.317.760.527;112.646.911.597.501;1
1202;346.670.204.005.204;188.531.892.849.132;282.728.940.194.175;0
1203;660.083.970.683.627;194.274.257.733.487;918.961.151.437.781;1
1204;458.402.076.200.582;32.270.279.629.621.700;52.992.397.193.039.000;0
1205;32.188.016.239.088;49.428.864.156.361.700;46.599.533.251.724;0
1206;5.028.966.474.812.480;240.740.541.960.113;612.738.168.790.854;1
1207;368.375.308.508.985;547.285.039.871.931;159.818.356.896.296;0
1208;288.520.338.060.334;44.211.523.932.404.700;570.598.616.300.577;0
1209;681.271.668.104.455;47.952.311.197.761.400;120.999.702.958.367;0
1210;413.491.225.149.482;53.856.206.981.465.200;808.323.220.068.418;0
1211;691.324.625.792.913;33.471.181.642.264.100;7.621.410.218.952.420;0
1212;384.773.255.954.497;27.346.331.781.707.600;28.957.658.198.580.500;0
1213;682.911.536.470.056;4.679.353.807.307.770;957.795.514.323.174;0
1214;580.746.065.406.129;59.798.669.480.253;855.125.989.324.198;0
1215;268.671.082.612.127;32.622.299.618.087.600;17.301.519.065.694.000;0
1216;32.348.450.149.875.000;597.523.865.732.364;322.982.006.262.472;0
1217;310.443.917.568.773;4.993.586.833.216.250;4.465.872.768.882.840;0
1218;292.797.497.869.469;18.813.098.603.393.800;22.919.881.185.651.800;0
1219;35.145.100.187.510.200;4.779.338.271.869.350;510.739.968.904.777;0
1220;4.440.528.066.363.190;343.825.240.558.945;39.178.760.982.038.700;0
1221;420.596.369.006.671;552.906.857.491.471;5.310.271.528.649.280;0
1222;28.612.203.062.512.000;588.616.898.772.307;4.948.488.069.855.120;0
1223;465.467.045.479.454;60.759.744.698.647.300;254.843.578.632.033;0
1224;228.323.239.297.606;32.516.422.502.230.800;33.184.077.865.437.100;1
1225;21.565.921.539.440.800;44.126.585.404.854.200;413.676.112.621.072;0
1226;260.782.135.813.497;318.068.806.584.924;366.588.089.899.456;1
1227;60.503.547.852.858.800;201.184.142.031.707;676.653.302.048.682;0
1228;31.233.307.758.811.800;417.040.518.331.341;16.624.536.164.880.800;0
1229;34.505.800.930.783.100;4.932.442.036.643.620;21.516.965.921.599.800;0
1230;354.851.182.713.173;473.888.703.114.353;24.820.422.504.401.600;0
1231;459.863.534.010.947;20.287.295.401.561.900;7.112.926.157.135.650;1
1232;433.081.789.803.691;348.313.612.546.772;67.771.982.462.325.200;1
1233;532.841.196.795.925;321.432.149.559.259;849.545.184.282.307;0
1234;683.982.874.779.031;3.699.394.877.487.780;8.106.859.292.919.650;0
1235;647.437.070.659.362;562.570.123.546.757;430.492.910.889.776;0
1236;684.126.098.453.999;281.551.284.473.389;55.184.308.108.532;0
1237;596.951.071.452.349;279.032.980.892.807;888.992.840.808.923;1
1238;324.065.707.321.279;209.865.613.454.022;339.465.824.024.028;0
1239;331.841.959.781.013;603.747.715.908.103;4.580.097.830.766.020;0
1240;476.882.505.742.833;34.567.089.017.480.600;137.701.840.698.314;0
1241;425.915.952.352.807;451.165.599.925.444;460.224.584.082.719;0
1242;340.515.280.421.823;357.456.523.925.066;622.415.288.632.328;0
1243;618.000.343.837.775;29.665.795.951.150.300;9.143.611.708.737.570;1
1244;45.360.716.274.008.200;27.075.747.632.421.600;456.999.498.661.641;0
1245;20.252.123.456.448.300;27.441.609.795.671;33.600.594.135.198.900;1
1246;301.347.096.031.532;43.817.228.315.398.100;958.998.081.921.469;0
1247;56.217.326.496.262.000;515.822.805.562.057;28.665.858.997.554.900;0
1248;317.227.309.499.867;34.851.817.262.359;28.777.561.038.956;0
1249;601.784.461.922.944;332.614.089.385.606;320.361.543.829.573;0
1250;511.442.430.480.383;378.379.998.626.187;341.165.642.431.526;0
1251;22.449.077.391.065.600;357.657.792.968.675;11.874.269.503.018;0
1252;44.932.875.111.699.100;27.147.057.728.841.800;622.912.810.540.852;0
1253;409.294.839.412.905;20.254.605.967.551.500;235.228.711.613.826;0
1254;310.922.677.209.601;438.322.064.899.839;5.617.993.125.845.790;0
1255;44.743.551.632.855.000;530.562.619.292.177;257.470.775.577.185;0
1256;60.770.229.022.018.600;336.267.267.125.659;22.428.257.603.424.100;0
1257;435.284.843.132.831;598.920.270.679.519;226.472.515.178.074;0
1258;250.089.495.256.543;632.171.484.744.176;29.410.281.549.276.300;0
1259;474.334.154.208.191;604.551.652.302.034;913.914.371.046.925;0
1260;50.064.346.373.546.900;293.425.137.042.068;41.763.310.584.167.700;0
1261;60.348.413.563.333.400;604.467.903.710.902;30.379.681.472.571;0
1262;674.711.271.002.889;269.233.536.557.294;444.841.232.274.551;0
1263;30.492.875.671.479.900;616.792.429.047.637;483.473.864.381.419;0
1264;256.400.788.831.525;22.656.479.598.488.600;31.054.430.213.977.300;1
1265;5.504.075.816.599.650;527.144.841.141.999;8.352.061.533.316;0
1266;344.767.063.786.276;23.350.987.263.955.100;898.133.906.760.723;0
1267;233.458.664.547.652;38.290.174.844.674.700;454.811.028.864.043;0
1268;24.426.029.871.683.500;346.964.232.595.637;8.238.351.619.830.180;0
1269;658.498.896.681.704;309.688.468.878.157;505.130.238.814.197;0
1270;604.545.256.518.759;410.516.049.601.138;7.875.070.925.940.840;0
1271;22.680.318.430.066.000;550.915.878.899.395;17.437.746.848.123.400;0
1272;44.471.873.731.818.000;19.613.058.435.730.600;5.883.660.557.890.990;1
1273;46.572.320.004.925.000;591.216.496.378.183;7.213.416.051.022.000;0
1274;243.698.412.482.627;61.739.379.307.255.100;136.653.602.502.689;0
1275;568.302.728.631.534;371.631.140.722.893;10.462.740.449.564.300;0
1276;469.429.965.177.551;556.415.401.669.219;21.870.654.844.887;0
1277;425.217.907.107.435;547.489.202.921.279;674.581.770.760.811;0
1278;63.188.328.528.776.700;511.416.294.490.919;39.608.556.473.890.700;0
1279;294.101.775.204.763;23.498.164.993.710.700;8.123.235.343.063.900;0
1280;46.668.628.468.178.200;5.783.494.209.544.720;183.348.584.968.453;0
1281;6.269.326.957.874;225.268.648.453.057;532.171.255.785.555;0
1282;653.071.274.794.638;237.231.658.161.618;19.067.955.301.891.800;0
1283;595.890.642.888.844;20.609.764.122.404.100;41.917.158.557.146;0
1284;410.195.487.947.203;232.542.530.363.426;300.582.686.432.775;0
1285;48.058.871.382.381.700;477.453.528.800.979;652.799.022.211.544;0
1286;502.085.300.209.001;350.276.599.256.322;7.296.044.302.940.420;0
1287;6.252.688.792.767;610.521.709.173.918;583.554.239.114.684;0
1288;48.192.185.610.532.800;297.553.181.806.579;502.647.455.722.886;0
1289;308.840.567.292.646;312.778.618.824.668;409.990.204.534.619;1
1290;369.657.424.790.785;53.762.358.619.831.400;633.339.158.836.421;0
1291;435.360.389.109.701;27.866.907.121.148;6.427.726.092.600.330;1
1292;691.816.640.598.699;39.236.582.591.663.900;11.737.409.424.047;0
1293;64.233.040.697.872.500;267.145.613.217.726;12.104.534.207.988.500;1
1294;525.935.150.613.077;19.534.981.993.027;811.907.862.473.912;0
1295;32.282.251.752.913;4.263.495.588.768.270;33.459.419.579.997.600;0
1296;54.077.843.278.646.500;57.120.660.287.793.700;7.149.066.896.488.220;0
1297;515.953.574.841.842;284.618.167.453.445;38.540.336.251.160.000;0
1298;23.097.376.483.492.500;5.376.303.351.297.970;45.175.798.007.499;0
1299;27.407.056.202.646.200;26.159.438.316.244.600;294.993.167.350.781;0
1300;64.395.298.068.411.600;631.713.196.481.578;10.054.634.638.852;0
1301;604.322.166.577.913;419.223.259.263.672;63.008.689.387.081.300;0
1302;429.909.828.281.961;295.288.083.860.651;466.558.102.065.705;0
1303;415.818.899.217.993;22.851.220.672.950.100;7.895.112.865.175.700;1
1304;532.890.652.935.021;474.598.436.788.656;804.714.075.406.577;0
1305;223.725.052.364.171;31.493.049.539.625.600;111.892.606.413.711;0
1306;571.197.396.889.329;22.334.487.610.496.600;102.117.219.327.373;1
1307;31.112.059.419.974.700;496.160.042.271.949;424.352.131.596.398;0
1308;6.893.632.135.353.980;433.650.562.143.885;110.731.585.048.799;0
1309;204.363.312.851.638;56.940.966.158.174;235.618.197.012.062;0
1310;205.836.121.737.957;21.989.767.443.854.300;531.862.073.427.052;0
1311;58.988.305.802.922.600;199.765.913.961.455;472.825.954.236.021;0
1312;45.311.831.838.917;26.928.214.998.450.100;31.038.122.277.069;0
1313;60.856.830.985.285.300;37.070.500.629.954;102.384.962.972.866;0
1314;458.182.832.505.554;48.450.839.356.519.200;81.371.644.030.735;0
1315;209.045.554.790.646;410.178.787.028.417;26.060.237.760.494;0
1316;499.082.918.674.685;29.550.940.380.897.300;290.303.612.840.759;0
1317;55.988.295.276.183.600;310.870.394.702.069;774.575.480.897.024;1
1318;62.125.258.105.807;21.085.867.640.562.300;570.045.719.520.566;0
1319;488.227.209.588.513;609.443.494.593.725;599.347.887.026.431;0
1320;299.768.290.994.689;57.666.153.101.250.400;379.603.274.043.959;0
1321;41.944.268.187.508;611.350.629.273.802;120.370.052.925.741;0
1322;369.703.604.420.647;337.045.991.150.662;12.685.063.826.011.900;0
1323;399.927.191.133.611;20.826.679.904.013.800;49.992.020.148.962;1
1324;424.505.430.436.693;616.142.461.770.214;6.210.280.586.951.010;0
1325;4.214.693.762.362;237.205.218.081.363;736.725.824.696.371;1
1326;528.415.164.374.746;18.446.023.380.383.800;5.957.386.323.536.290;0
1327;664.189.563.062.973;62.648.786.257.486.800;9.340.544.462.232.520;0
1328;44.047.666.555.270.500;27.313.371.989.876;20.969.175.014.220.600;0
1329;24.821.214.126.422.900;192.439.025.938.511;874.324.255.506.621;0
1330;355.836.185.440.421;63.054.397.157.393.300;27.252.482.247.280.300;0
1331;252.896.072.389.558;212.805.633.465.759;213.079.353.472.588;0
1332;39.770.128.664.095;45.190.938.007.086.400;280.878.547.416.661;0
1333;595.111.387.013.458;292.741.105.407.476;252.051.445.210.598;0
1334;512.116.540.386.342;456.285.682.567.395;40.933.600.060.362.600;0
1335;565.304.972.743.616;45.544.928.309.973.200;5.957.993.317.069.280;0
1336;426.044.629.816.897;41.936.381.030.827.700;794.216.814.459.979;0
1337;666.420.077.485.964;56.167.668.717.913.200;49.580.677.755.079.400;0
1338;355.278.344.871.476;474.495.290.615.596;325.119.591.532.296;0
1339;668.967.653.112.486;315.454.680.258.408;387.394.420.295.952;0
1340;51.980.359.542.649.100;354.157.032.864.168;624.304.502.975.119;0
1341;400.814.205.571.078;431.167.432.819.493;7.707.775.495.685.290;0
1342;5.016.767.174.704;420.474.876.314.402;559.265.180.728.153;0
1343;395.459.595.881.402;437.008.667.183.109;57.876.580.446.965;0
1344;433.723.976.067.267;551.945.837.023.668;474.525.326.666.737;0
1345;330.841.698.497.534;590.291.022.560.559;576.246.995.805.143;0
1346;531.879.796.460.271;635.581.642.580.219;487.984.613.933.048;0
1347;48.290.880.459.826.300;30.036.760.843.824.600;490.297.522.079.205;0
1348;6.607.876.935.042.440;455.363.250.342.198;36.646.214.515.027.500;0
1349;51.547.166.663.222;53.111.927.493.941;656.341.157.975.832;0
1350;39.393.140.578.176.800;5.273.927.400.819.960;541.505.466.726.812;0
1351;695.920.108.282.007;632.386.250.044.219;130.250.565.706.657;0
1352;545.885.011.949.576;31.077.654.027.845.600;28.478.191.727.088;0
1353;449.640.105.990.693;48.414.803.271.181.800;6.932.147.137.703.860;0
1354;460.816.455.469.467;500.691.045.392.305;14.877.860.414.097.500;0
1355;45.564.015.354.029.800;222.880.102.167.837;715.836.604.414.868;0
1356;62.657.602.543.477.000;281.742.570.637.725;577.108.825.374.589;0
1357;6.792.163.211.386.650;358.519.781.911.746;13.998.754.718.255.400;0
1358;59.514.012.378.640.400;570.178.458.099.253;25.047.226.488.011.900;0
1359;484.225.361.072.458;4.185.424.767.853.680;35.205.659.009.445.200;0
1360;220.013.174.507.767;316.172.848.115.675;21.558.121.729.811;0
1361;525.296.987.663.023;18.812.804.243.993;9.808.190.939.503.140;1
1362;24.061.463.160.906;34.511.520.112.399;398.057.878.313.095;1
1363;23.450.872.132.089;344.063.696.628.436;141.980.552.276.132;0
1364;32.866.578.239.481.800;44.880.617.030.896.200;6.037.007.732.557.620;0
1365;309.589.079.627.767;436.035.659.527.406;15.589.307.648.094;0
1366;275.508.952.722.885;29.732.926.420.401.800;39.442.193.177.008.700;1
1367;360.249.378.881.417;51.806.886.471.808.000;415.544.929.016.665;0
1368;46.801.274.286.117.400;346.052.206.088.789;531.597.382.040.511;0
1369;27.082.718.983.292.500;60.277.962.766.587.700;499.055.712.316.988;0
1370;654.350.353.800.692;198.465.041.620.657;127.279.975.513.072;1
1371;592.957.410.775.125;51.349.799.466.319.300;493.714.429.947.331;0
1372;454.352.672.374.807;21.042.197.778.355.300;214.338.697.161.442;0
1373;617.426.095.809.788;345.598.100.377.247;32.698.956.762.450.200;0
1374;313.968.660.123.646;349.966.813.726.351;371.923.013.486.841;0
1375;359.167.041.536.421;535.404.433.552.176;640.118.948.620.131;0
1376;439.696.041.564.457;254.830.486.518.331;745.592.015.661.369;1
1377;606.248.153.652.996;398.577.877.297.066;674.071.613.617.934;0
1378;699.393.296.777.271;556.376.212.476.753;22.252.245.333.151;0
1379;697.553.201.625.124;445.436.822.762.713;13.766.051.239.333.700;0
1380;694.783.987.640.403;226.563.397.445.716;102.294.078.769.501;1
1381;341.921.605.216.339;279.972.893.036.902;523.366.322.803.221;1
1382;57.457.857.944.537.000;507.146.625.304.595;360.880.520.160.367;0
1383;639.103.346.550.837;566.356.326.374.225;8.986.718.948.176.220;0
1384;26.643.808.993.976.600;192.896.285.057.068;14.137.832.242.580.800;0
1385;23.985.075.419.768.700;244.328.114.953.823;228.420.912.920.209;0
1386;63.660.648.807.417.500;502.829.601.247.795;783.257.241.133.557;0
1387;4.410.233.009.140.940;21.014.208.402.019;842.569.077.270.774;0
1388;294.098.058.994.859;416.103.968.122.043;338.856.092.327.455;0
1389;49.294.659.313.745.800;372.548.939.283.006;457.485.478.041.434;0
1390;395.536.473.765.969;53.690.633.235.033.500;70.638.980.358.062;0
1391;685.830.410.500.057;5.708.784.007.141.370;29.222.886.852.381;0
1392;310.606.062.575.243;532.772.130.607.627;37.299.746.499.427;0
1393;29.190.324.624.069;602.912.226.915.359;523.959.477.294.428;0
1394;63.437.700.148.206.200;54.628.140.348.009.700;11.963.364.215.854.300;0
1395;352.430.632.268.079;356.298.775.435.425;7.489.407.178.924;0
1396;364.753.535.296.768;63.330.431.796.610.400;413.311.163.077.388;0
1397;632.716.088.253.073;233.420.981.327.072;11.298.172.191.103.700;1
1398;45.540.325.522.888.400;59.318.140.267.860.000;149.047.025.130.926;0
1399;685.653.855.022.974;21.210.909.305.606.000;12.315.373.682.641;0
1400;200.630.995.840.766;24.278.338.806.237.900;249.513.299.137.587;1
1401;442.222.622.036.934;558.614.724.469.371;744.348.670.694.591;0
1402;678.392.444.550.991;477.825.802.192.092;5.609.326.602.439.560;0
1403;540.096.922.824.159;49.409.900.434.315.200;884.735.504.669.608;0
1404;522.340.753.511.526;47.984.505.509.491.900;9.255.842.933.769.840;0
1405;284.231.314.714.998;61.671.458.660.159.200;52.828.491.817.832;0
1406;526.234.375.941.567;50.418.526.894.878.500;115.631.970.334.277;0
1407;256.363.335.694.186;557.820.571.959.019;12.396.882.584.746.900;0
1408;60.842.941.158.916.700;602.551.426.086.575;660.896.879.522.724;0
1409;36.727.745.998.650.800;581.846.541.729.756;7.287.540.764.449.740;0
1410;638.307.474.367.321;351.387.838.018.127;527.162.698.185.449;0
1411;43.108.414.560.556.400;22.291.961.919.982;647.879.378.621.526;0
1412;25.285.261.129.029.100;198.195.440.261.625;102.757.779.209.235;0
1413;576.462.429.063.395;628.707.484.649.494;14.524.933.777.984.100;0
1414;510.275.676.078.163;615.062.966.248.952;33.133.004.103.866.400;0
1415;373.897.723.783.739;344.421.687.847.935;736.593.891.557.773;1
1416;650.175.934.936.851;26.917.833.163.868.600;101.716.654.456.031;0
1417;20.595.934.584.271.200;454.752.244.236.879;13.300.676.379.117.500;0
1418;56.445.473.914.500.300;556.615.202.557.296;687.557.968.295.662;0
1419;608.643.217.524.514;441.412.975.378.335;37.040.321.262.762.600;0
1420;51.231.010.425.835.800;625.851.672.696.881;8.130.279.886.810.200;0
1421;411.031.369.166.449;6.307.950.736.163.170;36.443.019.034.828.200;0
1422;562.670.508.213.341;4.312.014.146.009.460;823.811.502.092.605;0
1423;207.748.458.185.233;355.881.441.300.735;134.733.161.169.418;0
1424;464.242.212.288.082;59.206.105.916.760.900;40.871.807.070.511.100;0
1425;29.909.554.000.478.100;6.272.826.527.711;449.527.875.332.798;0
1426;628.085.050.662.048;56.771.530.738.566.100;6.465.750.589.588.940;0
1427;412.438.051.356.003;52.075.268.419.925.000;416.157.314.849.677;0
1428;46.089.147.885.795.700;632.965.331.692.249;161.821.835.749.227;0
1429;691.912.333.760.411;57.385.184.686.165.200;62.705.740.351.263;0
1430;608.466.650.056.653;326.733.948.793.262;897.449.202.107.934;1
1431;665.589.343.686.588;485.161.607.107.148;309.099.245.474.831;0
1432;27.428.281.870.670.600;543.271.856.321.953;12.876.320.807.617;0
1433;60.912.798.955.105.100;606.873.638.918.623;387.033.389.343.645;0
1434;281.275.094.533.339;4.148.682.721.192.020;327.955.782.415.037;0
1435;640.295.434.789.732;36.157.751.087.564.900;164.433.917.692.447;0
1436;618.367.356.178.351;29.545.486.581.511.800;109.719.746.358.776;1
1437;370.050.718.472.339;58.890.320.238.191.600;10.688.873.978.829.900;0
1438;56.003.573.401.831.100;182.502.651.894.465;363.990.003.844.081;0
1439;58.038.926.245.644.600;540.021.256.082.691;538.230.522.684.501;0
1440;292.372.562.037.781;24.597.573.836.334;23.916.427.866.718.800;0
1441;332.657.905.458.473;215.834.590.201.266;59.684.420.381.087;1
1442;662.369.271.554.053;359.191.078.357.399;275.697.230.030.986;0
1443;419.787.125.010.043;52.530.102.157.965.200;160.392.486.156.568;0
1444;63.453.223.130.200.000;23.915.705.407.038.300;106.683.635.123.802;1
1445;24.985.590.663.272.900;50.132.754.800.841.200;201.713.994.839.746;0
1446;53.593.113.196.548.000;628.858.099.970.967;142.818.921.413.846;0
1447;54.179.721.865.802.900;52.905.079.930.555.100;100.280.158.575.977;0
1448;201.264.137.681.574;364.609.444.406.815;14.323.558.619.028.300;0
1449;51.180.839.706.212.300;567.899.114.075.117;287.544.522.980.166;0
1450;364.557.015.057.653;384.789.186.194.539;34.370.768.952.533.500;0
1451;391.889.452.864.416;22.399.109.780.788.300;35.451.622.485.755.400;0
1452;4.785.292.690.387;3.893.593.926.448.370;32.953.200.609.455.100;0
1453;200.144.894.700.497;432.022.035.038.099;242.630.622.270.591;0
1454;28.630.009.507.760.400;27.291.530.027.519.800;440.699.505.612.761;1
1455;6.668.891.312.321.650;480.852.702.674.456;969.030.879.814.676;0
1456;53.226.194.407.325.100;436.187.472.892.925;568.664.311.580.018;0
1457;356.094.783.451.408;47.886.393.541.935.700;257.409.343.236.607;0
1458;64.065.682.857.763;4.328.767.313.994.470;77.171.749.424.679;0
1459;54.935.658.378.526.600;4.295.419.475.203.370;792.183.050.973.712;0
1460;678.005.813.318.305;289.432.969.815.098;503.513.937.788.411;0
1461;46.893.336.710.054.400;436.860.980.782.658;913.186.441.883.589;0
1462;546.489.669.755.101;56.490.556.250.792;106.747.702.051.663;0
1463;314.105.072.920.211;362.045.733.071.864;5.797.292.398.100.710;0
1464;369.895.895.407.535;337.556.324.498.728;55.655.594.070.128;0
1465;331.981.282.844.208;30.142.012.033.611.400;428.538.691.174.949;1
1466;47.704.380.825.161.900;218.403.608.766.384;27.170.794.847.261.100;0
1467;305.695.727.048.442;37.477.678.326.424.200;47.525.575.717.228;0
1468;61.398.687.066.975.900;632.944.037.974.812;9.008.154.521.284.400;0
1469;677.508.259.937.167;335.187.431.662.343;6.855.986.311.283.550;0
1470;476.378.620.299.511;51.051.450.930.070.100;670.867.359.111.538;0
1471;383.575.175.236.911;25.546.307.830.139.900;254.841.391.592.928;0
1472;431.563.052.744.605;278.468.346.674.927;241.301.190.680.546;0
1473;411.015.429.464.169;35.654.033.693.019.200;52.401.143.734.774.200;0
1474;594.754.971.843.213;367.371.304.794.215;26.282.621.240.183.800;0
1475;407.089.194.096.625;32.816.768.867.429.200;55.323.438.431.879;1
1476;30.391.473.304.480.200;59.264.770.790.003.200;207.263.406.602.468;0
1477;460.241.445.619.613;24.174.516.219.180.100;431.837.772.179.352;0
1478;665.294.852.154.329;59.429.795.145.522.700;63.376.749.385.873;0
1479;681.159.803.341.143;372.917.711.720.802;7.458.559.482.000.690;0
1480;384.230.842.860.416;29.209.119.285.922.400;367.656.835.427.872;0
1481;332.272.801.827.639;231.489.815.721.288;6.470.410.380.719.820;1
1482;616.744.572.343.305;548.293.015.290.983;40.545.517.710.623.200;0
1483;269.310.682.476.498;412.806.041.608.565;36.686.467.729.337;0
1484;600.409.938.418.306;441.414.116.015.658;26.596.945.405.820.300;0
1485;26.181.242.410.093.500;426.630.315.240.473;26.189.734.974.882.100;0
1486;615.522.175.142.542;610.876.121.469.773;404.253.973.374.386;0
1487;29.705.074.725.206.800;41.834.137.139.376.200;191.220.509.104.439;0
1488;539.348.122.710.362;214.743.404.272.012;208.581.763.906.667;0
1489;230.073.878.820.986;48.972.523.716.744;229.679.532.725.441;0
1490;48.552.843.409.124.800;293.780.835.419.893;565.088.968.761.866;0
1491;6.637.088.875.751.940;63.113.496.308.215;517.636.116.095.836;0
1492;491.402.698.610.909;436.411.619.479.768;883.265.170.692.964;0
1493;396.849.817.992.188;33.628.850.525.710.600;259.092.817.525.105;0
1494;320.254.044.537.432;375.065.867.779.776;21.748.852.796.721.000;0
1495;555.681.794.579.141;42.756.973.792.798.700;6.114.867.545.566.910;0
1496;45.898.513.523.861.700;246.631.496.008.486;5.617.178.645.345.510;1
1497;39.217.909.919.098;301.014.204.891.399;864.624.052.947.255;0
1498;34.070.603.996.515.200;27.294.051.585.719;14.016.850.611.281.100;0
1499;66.768.361.213.617;491.308.748.191.223;425.536.763.560.122;0
1500;314.008.584.292.606;62.585.855.379.235;446.440.426.807.541;0
1501;493.357.572.634.704;436.283.751.251.176;254.962.047.351.317;0
1502;517.740.525.119.007;477.818.413.753.994;150.876.177.567.629;0
1503;430.646.473.472.007;4.393.942.570.220.670;787.047.189.746.112;0
1504;412.261.346.750.893;4.912.415.229.901.670;215.566.005.854.711;0
1505;430.445.177.759.975;608.484.243.666.753;166.171.345.972.499;0
1506;335.462.920.414.284;546.984.751.406.126;534.729.550.689.902;0
1507;692.093.308.712.356;260.328.495.185.822;628.483.357.255.315;0
1508;322.915.445.477.702;39.174.613.640.178;277.387.568.479.942;0
1509;662.740.728.980.862;218.256.042.641.588;11.576.542.236.597.900;1
1510;341.027.912.031.859;420.537.312.338.129;126.925.457.474.922;0
1511;211.445.628.711.954;21.355.885.541.066.500;703.363.922.990.578;0
1512;410.499.745.910.056;49.840.941.323.898.700;589.011.364.359.475;0
1513;363.512.777.304.277;338.635.710.026.138;661.983.268.303.124;1
1514;631.444.592.075.422;320.986.736.253.835;812.572.549.581.062;0
1515;320.869.135.367.684;28.410.776.470.322.100;636.239.035.410.808;1
1516;28.873.167.319.688.900;622.347.470.652.312;9.925.777.176.640.440;0
1517;6.535.929.615.376.510;18.605.122.473.090.800;7.707.240.563.210.750;0
1518;490.642.884.676.345;43.372.344.576.288;5.636.353.440.223.260;0
1519;237.630.605.627.783;39.393.097.182.270.100;295.031.486.311.935;0
1520;518.459.425.587.207;434.194.350.652.397;875.083.208.800.708;0
1521;6.703.532.642.452.040;46.099.209.739.361;112.766.225.405.751;0
1522;49.240.762.500.558;532.545.798.174.106;800.435.984.024.104;0
1523;361.323.275.882.751;18.713.332.561.776;300.939.733.978.784;0
1524;670.068.064.867.519;361.980.030.969.717;36.921.691.720.194;0
1525;394.536.456.139.758;324.015.455.972.403;436.935.246.909.842;0
1526;52.205.607.055.220.800;24.640.143.856.406.100;11.351.522.255.492;0
1527;46.319.416.798.651.200;45.146.788.359.619.700;152.307.205.829.741;0
1528;293.987.274.216.488;41.412.175.883.539;4.673.766.197.510.320;0
1529;31.135.607.713.367.700;19.009.670.652.449.100;24.579.136.896.619;0
1530;656.038.167.583.756;190.216.423.212.551;117.753.545.787.462;1
1531;413.625.083.677.471;44.363.808.075.897.300;6.079.656.119.507.910;0
1532;60.302.558.999.974.200;521.849.490.096.793;6.509.698.608.005.070;0
1533;54.468.279.208.522.300;23.876.815.125.811.800;686.254.562.680.885;0
1534;47.683.715.778.403;323.065.359.489.992;475.228.787.681.676;0
1535;381.601.164.978.929;313.281.223.042.868;34.299.015.786.975.800;0
1536;229.258.120.805.025;347.410.444.347.188;254.727.974.185.242;0
1537;64.087.858.812.417.800;38.037.175.831.385;722.519.589.232.964;0
1538;658.245.156.565.681;406.219.201.330.096;264.310.643.205.609;0
1539;53.451.931.539.457.300;496.576.160.262.339;105.297.234.876.203;0
1540;364.554.847.055.115;35.260.340.718.086.700;246.416.232.121.798;0
